## to be used for replicating the Pb isotope clustering only. Please refer to the Polar Data Centre deposit for the final data.
spot_id,208Pb_207Pb_mean,208Pb_207Pb_2SE,206Pb_207Pb_mean,206Pb_207Pb_2SE
GM00_example,2.47155,0.00111032,1.20124,0.000826034
GM00_example,2.45456,0.000388533,1.19141,0.000241906
GM00_example,2.46244,0.000453836,1.19825,0.000252048
GM00_example,2.46843,0.00463868,1.19169,0.00328688
GM00_example,2.46189,0.00100048,1.19386,0.000470806
GM00_example,2.45714,0.00037091,1.18978,0.00020339
GM00_example,2.46557,0.000608787,1.20219,0.000311599
GM00_example,2.45873,0.000561959,1.18922,0.000380445
GM00_example,2.45762,0.000223034,1.18918,0.000154181
GM00_example,2.46602,0.00138375,1.20807,0.00136913
GM00_example,2.44778,0.000875002,1.19439,0.000620875
GM00_example,2.46186,0.000561346,1.19627,0.00031936
GM00_example,2.4593,0.000477605,1.19377,0.000289658
GM00_example,2.4622,0.000580694,1.19667,0.000348349
GM00_example,2.45904,0.00042169,1.19386,0.00025556
GM00_example,2.45773,0.000470673,1.1951,0.000251817
GM00_example,2.46211,0.000483708,1.19609,0.000322706
GM00_example,2.46579,0.000548663,1.2022,0.000360729
GM00_example,2.46534,0.000289945,1.20179,0.0012742
GM00_example,2.45583,0.000200484,1.18861,0.000167891
GM00_example,2.495,0.00167015,1.26518,0.00177341
GM00_example,2.46167,0.00055672,1.2092,0.000718704
GM00_example,2.45824,0.000205775,1.19106,0.000110065
GM00_example,2.45872,0.000317451,1.19397,0.000174618
GM00_example,2.45928,0.000653104,1.20435,0.000951005
GM00_example,2.45838,0.000368633,1.19451,0.000210029
GM00_example,2.45699,0.00046616,1.18878,0.000287628
GM00_example,2.4527,0.00051146,1.19215,0.000221201
GM00_example,2.45418,0.000386646,1.18665,0.000181641
GM00_example,2.45372,0.000279863,1.19422,0.000162918
GM00_example,2.45859,0.000415953,1.19733,0.000302882
GM00_example,2.457,0.000410949,1.19483,0.000266809
GM00_example,2.4605,0.000250049,1.19791,0.000125365
GM00_example,2.4593,0.000435013,1.19426,0.000254007
GM00_example,2.44749,0.000423662,1.1916,0.000244142
GM00_example,2.47114,0.00213491,1.21049,0.00154111
GM00_example,2.45963,0.000458287,1.1945,0.000237011
GM00_example,2.46014,0.000466355,1.19557,0.000267681
GM00_example,2.45802,0.000403511,1.19349,0.000193211
GM00_example,2.48499,0.00255071,1.20306,0.0009259
GM00_example,2.45516,0.000360552,1.19369,0.000332805
GM00_example,2.45318,0.000367566,1.18885,0.000218279
GM00_example,2.46034,0.000569134,1.19414,0.000259354
GM00_example,2.45614,0.000250619,1.19044,0.000138245
GM00_example,2.447,0.000442523,1.1885,0.000230112
GM00_example,2.4611,0.000686735,1.19408,0.0003052
GM00_example,2.71249,0.00344993,1.45565,0.00311833
GM00_example,2.45943,0.000599043,1.20485,0.000344744
GM00_example,2.45735,0.000185262,1.19335,0.000118502
GM00_example,2.45908,0.000378454,1.19604,0.000273166
GM00_example,2.43153,0.000296966,1.18468,0.000167681
GM00_example,2.45851,0.000404922,1.19435,0.000140191
GM00_example,2.46227,0.00321871,1.20224,0.00170969
GM00_example,2.45998,0.000641829,1.19468,0.000418611
GM00_example,2.45916,0.000503158,1.19452,0.000350518
GM00_example,2.45854,0.000361637,1.19367,0.000200401
GM00_example,2.45896,0.000465595,1.19451,0.000221973
GM00_example,2.46103,0.000710287,1.19616,0.000390125
GM00_example,2.46412,0.00182831,1.19502,0.00115382
GM00_example,2.46334,0.000770456,1.19996,0.000411746
GM00_example,2.46318,0.000274958,1.19863,0.000211689
GM00_example,2.44894,0.000528229,1.18997,0.000265759
GM00_example,2.45056,0.00039872,1.19248,0.000233014
GM00_example,2.46288,0.00103739,1.19687,0.000928987
GM00_example,2.457,0.000617559,1.19444,0.000252946
GM00_example,2.46251,0.000582903,1.2018,0.000510637
GM00_example,2.45838,0.000540825,1.1941,0.000386838
GM00_example,2.45693,0.00140223,1.19346,0.000974415
GM00_example,2.46323,0.00238429,1.19026,0.00180944
GM00_example,2.45744,0.000569319,1.1966,0.00040315
GM00_example,2.45439,0.000340095,1.19287,0.000226793
GM00_example,2.45473,0.000407542,1.19316,0.000219715
GM00_example,2.47667,0.00124769,1.24503,0.00113602
GM00_example,2.43028,0.000375448,1.23919,0.00118229
GM00_example,2.45685,0.000459786,1.18905,0.000380816
GM00_example,2.45806,0.000671413,1.19594,0.00283354
GM00_example,2.45683,0.000607265,1.19334,0.000241166
GM00_example,2.4617,0.000827705,1.19764,0.000464084
GM00_example,2.45784,0.000254441,1.19268,0.0001273
GM00_example,2.47311,0.00286555,1.20643,0.00197899
GM00_example,2.45489,0.000415033,1.19345,0.00018611
GM00_example,2.46267,0.000546743,1.20047,0.000476517
GM00_example,2.46326,0.0013056,1.19888,0.000936213
GM00_example,2.50228,0.00492847,1.22425,0.00359232
GM00_example,2.45783,0.000303582,1.1982,0.000186474
GM00_example,2.4627,0.000480592,1.20369,0.000245815
GM00_example,2.45722,0.000611497,1.1996,0.000317348
GM00_example,2.45372,0.000301615,1.18744,0.000133548
GM00_example,2.45293,0.000283352,1.1868,0.000144183
GM00_example,2.45508,0.000418341,1.18701,0.000204501
GM00_example,2.45876,0.000341648,1.19348,0.000177628
GM00_example,2.45498,0.000360251,1.18887,0.00018693
GM00_example,2.46309,0.000367552,1.2019,0.000254654
GM00_example,2.45959,0.00100113,1.19422,0.000452125
GM00_example,2.45958,0.000486251,1.19403,0.000188631
GM00_example,2.46045,0.000862234,1.19763,0.000387975
GM00_example,2.47459,0.00144172,1.2091,0.000898878
GM00_example,2.4577,0.000244471,1.19711,0.000199414
GM00_example,2.45929,0.000464057,1.19563,0.000378576
GM00_example,2.46043,0.000407747,1.19468,0.000284075
GM00_example,2.46432,0.00105465,1.20161,0.000621738
GM00_example,2.46231,0.000371187,1.1984,0.000263922
GM00_example,2.50071,0.00276223,1.21163,0.00131051
GM00_example,2.45991,0.000365432,1.19553,0.000207775
GM00_example,2.45742,0.000522808,1.19603,0.000240044
GM00_example,2.45562,0.000275759,1.19326,0.000168037
GM00_example,2.46009,0.000411412,1.19385,0.00027093
GM00_example,2.47066,0.00148176,1.2005,0.000908443
GM00_example,2.46203,0.000553131,1.19923,0.000542246
GM00_example,2.45941,0.000229494,1.19354,0.000183623
GM00_example,2.47182,0.00151152,1.2048,0.00130011
GM00_example,2.46492,0.00130253,1.19671,0.000374805
GM00_example,2.47049,0.00209452,1.20527,0.00109509
GM00_example,2.45862,0.000330915,1.19483,0.000190871
GM00_example,2.45643,0.000286131,1.1947,0.000163298
GM00_example,2.46713,0.00160109,1.20424,0.00102952
GM00_example,2.45899,0.00041323,1.20247,0.000421152
GM00_example,2.46017,0.000384335,1.19624,0.000232659
GM00_example,2.46465,0.00041152,1.19937,0.000240127
GM00_example,2.46594,0.000428856,1.19957,0.00026211
GM00_example,2.46093,0.000562495,1.1955,0.000352968
GM00_example,2.46558,0.000318647,1.19907,0.000217385
GM00_example,2.45674,0.000243768,1.19627,0.000131488
GM00_example,2.46481,0.00045489,1.1991,0.000340798
GM00_example,2.46667,0.000699884,1.1999,0.000378285
GM00_example,2.46535,0.000641034,1.19755,0.000331852
GM00_example,2.46499,0.000396286,1.19898,0.000220836
GM00_example,2.46456,0.000539185,1.19835,0.000331575
GM00_example,2.46529,0.000379717,1.19941,0.000271811
GM00_example,2.46502,0.000683724,1.19824,0.00030861
GM00_example,2.46203,0.000360164,1.19605,0.000179692
GM00_example,2.46426,0.000557654,1.19982,0.000291447
GM00_example,2.46451,0.00063117,1.19898,0.000432938
GM00_example,2.4648,0.000352986,1.20066,0.000238093
GM00_example,2.4687,0.00128718,1.20421,0.000896695
GM00_example,2.46531,0.000220868,1.19895,0.000187336
GM00_example,2.46607,0.000741537,1.20024,0.000425777
GM00_example,2.46483,0.000289477,1.19829,0.000163037
GM00_example,2.45982,0.00470921,1.19755,0.00337462
GM00_example,2.46976,0.00398601,1.20443,0.00238206
GM00_example,2.46542,0.000257161,1.20056,0.000143771
GM00_example,2.46611,0.000344897,1.20019,0.000211436
GM00_example,2.46648,0.00193234,1.20619,0.00109032
GM00_example,2.48806,0.00030249,1.21327,0.000204322
GM00_example,2.4211,0.000172994,1.16444,0.000141507
GM00_example,2.49322,0.00092167,1.22099,0.000555698
GM00_example,2.45331,0.00014345,1.19737,0.000112046
GM00_example,2.46112,0.000546749,1.1981,0.000527462
GM00_example,2.46588,0.000833774,1.20015,0.000522856
GM00_example,2.47154,0.00166486,1.20177,0.000753182
GM00_example,2.46335,0.000327784,1.1973,0.00018419
GM00_example,2.46621,0.000172833,1.20074,0.000157011
GM00_example,2.46074,0.000584287,1.19476,0.000365836
GM00_example,2.45899,0.000500659,1.20248,0.000303223
GM00_example,2.46107,0.000481813,1.19468,0.000253569
GM00_example,2.45891,0.000450523,1.19415,0.000256491
GM00_example,2.45264,0.000237187,1.19393,0.000155311
GM00_example,2.45905,0.000844046,1.19649,0.000503494
GM00_example,2.45794,0.000359422,1.19554,0.000260917
GM00_example,2.45635,0.00050941,1.19337,0.000293768
GM00_example,2.46006,0.000384375,1.19591,0.00020471
GM00_example,2.4799,0.00367236,1.20464,0.00173296
GM00_example,2.46329,0.000808489,1.19812,0.00029612
GM00_example,2.45727,0.000276144,1.19425,0.00014175
GM00_example,2.45923,0.000472059,1.19577,0.000246003
GM00_example,2.45652,0.000516118,1.19495,0.000316401
GM00_example,2.46015,0.000265849,1.19416,0.000165276
GM00_example,2.46699,0.000626639,1.19973,0.000402699
GM00_example,2.45878,0.000876386,1.19498,0.000230028
GM00_example,2.4517,0.000414591,1.191,0.000276399
GM00_example,2.46354,0.000552896,1.19717,0.000273267
GM00_example,2.47029,0.000580103,1.20029,0.000345623
GM00_example,2.46477,0.000706903,1.19984,0.000403953
